"Row ID","Order ID","Order Date","Ship Date","Ship Mode","Customer ID","Customer Name",Segment,Country,City,State,"Postal Code",Region,"Product ID",Category,Sub-Category,"Product Name",Sales,Quantity,Discount,Profit
230,US-2015-145436,2/28/2015,3/4/2015,"Standard Class",VD-21670,"Valerie Dominguez",Consumer,"United States",Columbia,Tennessee,38401,South,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",389.696,8,0.2,43.8408
231,US-2014-156216,9/13/2014,9/17/2014,"Standard Class",EA-14035,"Erin Ashbrook",Corporate,"United States",Charlotte,"North Carolina",28205,South,OFF-BI-10001679,"Office Supplies",Binders,"GBC Instant Index System for Binding Systems",18.648,7,0.7,-12.432
232,US-2017-100930,4/7/2017,4/12/2017,"Standard Class",CS-12400,"Christopher Schild","Home Office","United States",Tampa,Florida,33614,South,FUR-TA-10001705,Furniture,Tables,"Bush Advantage Collection Round Conference Table",233.86,2,0.45,-102.048
233,US-2017-100930,4/7/2017,4/12/2017,"Standard Class",CS-12400,"Christopher Schild","Home Office","United States",Tampa,Florida,33614,South,FUR-TA-10003473,Furniture,Tables,"Bretford Rectangular Conference Table Tops",620.6145,3,0.45,-248.2458
234,US-2017-100930,4/7/2017,4/12/2017,"Standard Class",CS-12400,"Christopher Schild","Home Office","United States",Tampa,Florida,33614,South,OFF-BI-10001679,"Office Supplies",Binders,"GBC Instant Index System for Binding Systems",5.328,2,0.7,-3.552
235,US-2017-100930,4/7/2017,4/12/2017,"Standard Class",CS-12400,"Christopher Schild","Home Office","United States",Tampa,Florida,33614,South,FUR-FU-10004017,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39" x 49"""",258.072,3,0.2,0
236,US-2017-100930,4/7/2017,4/12/2017,"Standard Class",CS-12400,"Christopher Schild","Home Office","United States",Tampa,Florida,33614,South,TEC-AC-10003832,Technology,Accessories,"Logitech P710e Mobile Speakerphone",617.976,3,0.2,-7.7247
267,CA-2017-136826,6/16/2017,6/20/2017,"Standard Class",CB-12535,"Claudia Bergmann",Corporate,"United States","Chapel Hill","North Carolina",27514,South,OFF-AR-10003602,"Office Supplies",Art,"Quartet Omega Colored Chalk, 12/Pack",14.016,3,0.2,4.7304
287,CA-2016-112697,12/18/2016,12/20/2016,"Second Class",AH-10195,"Alan Haines",Corporate,"United States",Tamarac,Florida,33319,South,OFF-BI-10000778,"Office Supplies",Binders,"GBC VeloBinder Electric Binding Machine",254.058,7,0.7,-169.372
288,CA-2016-112697,12/18/2016,12/20/2016,"Second Class",AH-10195,"Alan Haines",Corporate,"United States",Tamarac,Florida,33319,South,OFF-AP-10002684,"Office Supplies",Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",194.528,2,0.2,24.316
289,CA-2016-112697,12/18/2016,12/20/2016,"Second Class",AH-10195,"Alan Haines",Corporate,"United States",Tamarac,Florida,33319,South,OFF-SU-10000646,"Office Supplies",Supplies,"Premier Automatic Letter Opener",961.48,5,0.2,-204.3145
309,CA-2017-126774,4/15/2017,4/17/2017,"First Class",SH-20395,"Shahid Hopkins",Consumer,"United States",Arlington,Virginia,22204,South,OFF-AR-10002804,"Office Supplies",Art,"Faber Castell Col-Erase Pencils",4.89,1,0,2.0049
315,CA-2014-167850,8/9/2014,8/16/2014,"Standard Class",AG-10525,"Andy Gerbode",Corporate,"United States","Saint Petersburg",Florida,33710,South,TEC-PH-10002398,Technology,Phones,"AT&T 1070 Corded Phone",178.384,2,0.2,22.298
316,CA-2014-167850,8/9/2014,8/16/2014,"Standard Class",AG-10525,"Andy Gerbode",Corporate,"United States","Saint Petersburg",Florida,33710,South,OFF-PA-10001937,"Office Supplies",Paper,"Xerox 21",15.552,3,0.2,5.4432
326,CA-2017-153339,11/3/2017,11/5/2017,"Second Class",DJ-13510,"Don Jones",Corporate,"United States",Murfreesboro,Tennessee,37130,South,FUR-FU-10001967,Furniture,Furnishings,"Telescoping Adjustable Floor Lamp",15.992,1,0.2,0.9995
359,CA-2016-130001,4/23/2016,4/28/2016,"Standard Class",HK-14890,"Heather Kirkland",Corporate,"United States",Charlotte,"North Carolina",28205,South,OFF-PA-10002666,"Office Supplies",Paper,"Southworth 25% Cotton Linen-Finish Paper & Envelopes",36.24,5,0.2,11.325
360,CA-2017-155698,3/8/2017,3/11/2017,"First Class",VB-21745,"Victoria Brennan",Corporate,"United States",Columbus,Georgia,31907,South,OFF-AP-10001124,"Office Supplies",Appliances,"Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection",647.84,8,0,168.4384
361,CA-2017-155698,3/8/2017,3/11/2017,"First Class",VB-21745,"Victoria Brennan",Corporate,"United States",Columbus,Georgia,31907,South,OFF-LA-10001158,"Office Supplies",Labels,"Avery Address/Shipping Labels for Typewriters, 4" x 2"""",20.7,2,0,9.936
385,US-2015-168935,11/27/2015,12/2/2015,"Standard Class",DO-13435,"Denny Ordway",Consumer,"United States","Pembroke Pines",Florida,33024,South,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",375.4575,3,0.45,-157.0095
386,US-2015-168935,11/27/2015,12/2/2015,"Standard Class",DO-13435,"Denny Ordway",Consumer,"United States","Pembroke Pines",Florida,33024,South,TEC-AC-10002335,Technology,Accessories,"Logitech Media Keyboard K200",83.976,3,0.2,-1.0497
403,CA-2014-113166,12/24/2014,12/26/2014,"First Class",LF-17185,"Luke Foster",Consumer,"United States",Miami,Florida,33180,South,OFF-PA-10001947,"Office Supplies",Paper,"Xerox 1974",9.568,2,0.2,3.4684
404,CA-2014-155208,4/16/2014,4/20/2014,"Standard Class",SP-20650,"Stephanie Phelps",Corporate,"United States",Wilmington,"North Carolina",28403,South,OFF-AR-10003478,"Office Supplies",Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",39.072,6,0.2,9.768
419,CA-2017-154816,11/6/2017,11/10/2017,"Standard Class",VB-21745,"Victoria Brennan",Corporate,"United States",Richmond,Kentucky,40475,South,OFF-PA-10003845,"Office Supplies",Paper,"Xerox 1987",5.78,1,0,2.8322
425,CA-2017-155705,8/21/2017,8/23/2017,"Second Class",NF-18385,"Natalie Fritzler",Consumer,"United States",Jackson,Mississippi,39212,South,FUR-CH-10000015,Furniture,Chairs,"Hon Multipurpose Stacking Arm Chairs",866.4,4,0,225.264
430,US-2016-123750,4/15/2016,4/21/2016,"Standard Class",RB-19795,"Ross Baird","Home Office","United States",Gastonia,"North Carolina",28052,South,OFF-BI-10004584,"Office Supplies",Binders,"GBC ProClick 150 Presentation Binding System",189.588,2,0.7,-145.3508
431,US-2016-123750,4/15/2016,4/21/2016,"Standard Class",RB-19795,"Ross Baird","Home Office","United States",Gastonia,"North Carolina",28052,South,TEC-AC-10004659,Technology,Accessories,"Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB",408.744,7,0.2,76.6395
432,US-2016-123750,4/15/2016,4/21/2016,"Standard Class",RB-19795,"Ross Baird","Home Office","United States",Gastonia,"North Carolina",28052,South,TEC-AC-10004659,Technology,Accessories,"Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB",291.96,5,0.2,54.7425
433,US-2016-123750,4/15/2016,4/21/2016,"Standard Class",RB-19795,"Ross Baird","Home Office","United States",Gastonia,"North Carolina",28052,South,OFF-ST-10000617,"Office Supplies",Storage,"Woodgrain Magazine Files by Perma",4.768,2,0.2,-0.7748
435,US-2014-150574,12/19/2014,12/25/2014,"Standard Class",MK-18160,"Mike Kennedy",Consumer,"United States",Jacksonville,Florida,32216,South,OFF-BI-10000773,"Office Supplies",Binders,"Insertable Tab Post Binder Dividers",4.812,2,0.7,-3.6892
436,US-2014-150574,12/19/2014,12/25/2014,"Standard Class",MK-18160,"Mike Kennedy",Consumer,"United States",Jacksonville,Florida,32216,South,TEC-AC-10002600,Technology,Accessories,"Belkin QODE FastFit Bluetooth Keyboard",247.8,5,0.2,-18.585
495,US-2016-120929,3/18/2016,3/21/2016,"Second Class",RO-19780,"Rose O'Brian",Consumer,"United States",Memphis,Tennessee,38109,South,FUR-TA-10001857,Furniture,Tables,"Balt Solid Wood Rectangular Table",189.882,3,0.4,-94.941
496,CA-2015-134782,12/27/2015,12/31/2015,"Standard Class",MD-17350,"Maribeth Dona",Consumer,"United States",Fayetteville,Arkansas,72701,South,OFF-EN-10001434,"Office Supplies",Envelopes,"Strathmore #10 Envelopes, Ultimate White",105.42,2,0,51.6558
507,CA-2015-145352,3/16/2015,3/22/2015,"Standard Class",CM-12385,"Christopher Martinez",Consumer,"United States",Atlanta,Georgia,30318,South,OFF-AR-10001662,"Office Supplies",Art,"Rogers Handheld Barrel Pencil Sharpener",2.74,1,0,0.7398
508,CA-2015-145352,3/16/2015,3/22/2015,"Standard Class",CM-12385,"Christopher Martinez",Consumer,"United States",Atlanta,Georgia,30318,South,OFF-AR-10003856,"Office Supplies",Art,"Newell 344",8.34,3,0,2.1684
509,CA-2015-145352,3/16/2015,3/22/2015,"Standard Class",CM-12385,"Christopher Martinez",Consumer,"United States",Atlanta,Georgia,30318,South,OFF-ST-10001228,"Office Supplies",Storage,"Personal File Boxes with Fold-Down Carry Handle",46.74,3,0,11.685
510,CA-2015-145352,3/16/2015,3/22/2015,"Standard Class",CM-12385,"Christopher Martinez",Consumer,"United States",Atlanta,Georgia,30318,South,OFF-BI-10003527,"Office Supplies",Binders,"Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind",6354.95,5,0,3177.475
527,CA-2017-113558,10/21/2017,10/26/2017,"Standard Class",PH-18790,"Patricia Hirasaki","Home Office","United States",Lakeland,Florida,33801,South,FUR-CH-10003379,Furniture,Chairs,"Global Commerce Series High-Back Swivel/Tilt Chairs",683.952,3,0.2,42.747
528,CA-2017-113558,10/21/2017,10/26/2017,"Standard Class",PH-18790,"Patricia Hirasaki","Home Office","United States",Lakeland,Florida,33801,South,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",45.696,3,0.2,5.1408
534,CA-2016-168753,5/29/2016,6/1/2016,"Second Class",RL-19615,"Rob Lucas",Consumer,"United States",Montgomery,Alabama,36116,South,TEC-PH-10000984,Technology,Phones,"Panasonic KX-TG9471B",979.95,5,0,274.386
535,CA-2016-168753,5/29/2016,6/1/2016,"Second Class",RL-19615,"Rob Lucas",Consumer,"United States",Montgomery,Alabama,36116,South,OFF-BI-10002557,"Office Supplies",Binders,"Presstex Flexible Ring Binders",22.75,5,0,11.375
539,CA-2015-134894,12/7/2015,12/11/2015,"Standard Class",DK-12985,"Darren Koutras",Consumer,"United States",Henderson,Kentucky,42420,South,OFF-AP-10001271,"Office Supplies",Appliances,"Eureka The Boss Cordless Rechargeable Stick Vac",152.94,3,0,41.2938
540,CA-2015-134894,12/7/2015,12/11/2015,"Standard Class",DK-12985,"Darren Koutras",Consumer,"United States",Henderson,Kentucky,42420,South,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",283.92,4,0,70.98
553,CA-2017-112774,9/11/2017,9/12/2017,"First Class",RC-19960,"Ryan Crowe",Consumer,"United States",Jacksonville,Florida,32216,South,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2" Diameter Grantwood Wall Clock"",34.504,1,0.2,6.0382
556,CA-2014-155852,3/3/2014,3/7/2014,"Second Class",AJ-10945,"Ashley Jarboe",Consumer,"United States",Wilmington,"North Carolina",28403,South,OFF-AR-10003560,"Office Supplies",Art,"Zebra Zazzle Fluorescent Highlighters",19.456,4,0.2,3.4048
562,CA-2014-145576,9/14/2014,9/18/2014,"Second Class",CA-12775,"Cynthia Arntzen",Consumer,"United States",Tampa,Florida,33614,South,OFF-AP-10003914,"Office Supplies",Appliances,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",13,5,0.2,1.3
563,CA-2014-145576,9/14/2014,9/18/2014,"Second Class",CA-12775,"Cynthia Arntzen",Consumer,"United States",Tampa,Florida,33614,South,FUR-FU-10004020,Furniture,Furnishings,"Advantus Panel Wall Acrylic Frame",13.128,3,0.2,3.7743
587,CA-2015-128139,7/3/2015,7/9/2015,"Standard Class",BD-11725,"Bruce Degenhardt",Consumer,"United States",Richmond,Kentucky,40475,South,FUR-CH-10003956,Furniture,Chairs,"Novimex High-Tech Fabric Mesh Task Chair",70.98,1,0,4.9686
588,CA-2015-128139,7/3/2015,7/9/2015,"Standard Class",BD-11725,"Bruce Degenhardt",Consumer,"United States",Richmond,Kentucky,40475,South,OFF-LA-10003930,"Office Supplies",Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",294.93,3,0,144.5157
603,CA-2014-149958,3/15/2014,3/19/2014,"Standard Class",AS-10240,"Alan Shonely",Consumer,"United States",Tampa,Florida,33614,South,OFF-ST-10001490,"Office Supplies",Storage,"Hot File 7-Pocket, Floor Stand",142.776,1,0.2,17.847
604,CA-2014-149958,3/15/2014,3/19/2014,"Standard Class",AS-10240,"Alan Shonely",Consumer,"United States",Tampa,Florida,33614,South,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",45.696,3,0.2,5.1408
605,CA-2014-149958,3/15/2014,3/19/2014,"Standard Class",AS-10240,"Alan Shonely",Consumer,"United States",Tampa,Florida,33614,South,OFF-BI-10000773,"Office Supplies",Binders,"Insertable Tab Post Binder Dividers",7.218,3,0.7,-5.5338
606,CA-2014-149958,3/15/2014,3/19/2014,"Standard Class",AS-10240,"Alan Shonely",Consumer,"United States",Tampa,Florida,33614,South,OFF-BI-10001543,"Office Supplies",Binders,"GBC VeloBinder Manual Binding System",43.188,4,0.7,-31.6712
607,CA-2014-149958,3/15/2014,3/19/2014,"Standard Class",AS-10240,"Alan Shonely",Consumer,"United States",Tampa,Florida,33614,South,OFF-PA-10002120,"Office Supplies",Paper,"Xerox 1889",131.904,3,0.2,47.8152
634,CA-2017-144694,9/24/2017,9/26/2017,"Second Class",BD-11605,"Brian Dahlen",Consumer,"United States",Miami,Florida,33180,South,TEC-AC-10002857,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",17.88,3,0.2,2.4585
635,CA-2017-144694,9/24/2017,9/26/2017,"Second Class",BD-11605,"Brian Dahlen",Consumer,"United States",Miami,Florida,33180,South,OFF-LA-10003930,"Office Supplies",Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",235.944,3,0.2,85.5297
636,CA-2015-168004,10/4/2015,10/9/2015,"Second Class",DJ-13420,"Denny Joy",Corporate,"United States","Warner Robins",Georgia,31088,South,FUR-CH-10001482,Furniture,Chairs,"Office Star - Mesh Screen back chair with Vinyl seat",392.94,3,0,43.2234
665,CA-2016-143308,11/4/2016,11/4/2016,"Same Day",RC-19825,"Roy Collins",Consumer,"United States",Louisville,Kentucky,40214,South,OFF-FA-10000621,"Office Supplies",Fasteners,"OIC Colored Binder Clips, Assorted Sizes",10.74,3,0,5.2626
684,US-2017-168116,11/4/2017,11/4/2017,"Same Day",GT-14635,"Grant Thornton",Corporate,"United States",Burlington,"North Carolina",27217,South,TEC-MA-10004125,Technology,Machines,"Cubify CubeX 3D Printer Triple Head Print",7999.98,4,0.5,-3839.9904
685,US-2017-168116,11/4/2017,11/4/2017,"Same Day",GT-14635,"Grant Thornton",Corporate,"United States",Burlington,"North Carolina",27217,South,OFF-AP-10002457,"Office Supplies",Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",167.44,2,0.2,14.651
686,CA-2014-157784,7/5/2014,7/8/2014,"First Class",MC-17845,"Michael Chen",Consumer,"United States",Jackson,Mississippi,39212,South,TEC-AC-10003911,Technology,Accessories,"NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router",479.97,3,0,163.1898
687,CA-2014-157784,7/5/2014,7/8/2014,"First Class",MC-17845,"Michael Chen",Consumer,"United States",Jackson,Mississippi,39212,South,OFF-LA-10001934,"Office Supplies",Labels,"Avery 516",14.62,2,0,6.8714
688,CA-2014-157784,7/5/2014,7/8/2014,"First Class",MC-17845,"Michael Chen",Consumer,"United States",Jackson,Mississippi,39212,South,OFF-PA-10000304,"Office Supplies",Paper,"Xerox 1995",19.44,3,0,9.3312
690,US-2014-117135,6/21/2014,6/23/2014,"Second Class",NP-18325,"Naresj Patel",Consumer,"United States",Waynesboro,Virginia,22980,South,FUR-FU-10004071,Furniture,Furnishings,"Luxo Professional Magnifying Clamp-On Fluorescent Lamps",104.01,1,0,14.5614
691,US-2014-117135,6/21/2014,6/23/2014,"Second Class",NP-18325,"Naresj Patel",Consumer,"United States",Waynesboro,Virginia,22980,South,TEC-PH-10002033,Technology,Phones,"Konftel 250 Conference phone - Charcoal black",284.82,1,0,74.0532
692,US-2014-117135,6/21/2014,6/23/2014,"Second Class",NP-18325,"Naresj Patel",Consumer,"United States",Waynesboro,Virginia,22980,South,OFF-ST-10002444,"Office Supplies",Storage,"Recycled Eldon Regeneration Jumbo File",36.84,3,0,10.3152
705,CA-2014-138527,9/12/2014,9/17/2014,"Standard Class",BN-11470,"Brad Norvell",Corporate,"United States",Cary,"North Carolina",27511,South,OFF-PA-10001800,"Office Supplies",Paper,"Xerox 220",10.368,2,0.2,3.6288
706,CA-2014-138527,9/12/2014,9/17/2014,"Standard Class",BN-11470,"Brad Norvell",Corporate,"United States",Cary,"North Carolina",27511,South,OFF-AP-10001469,"Office Supplies",Appliances,"Fellowes 8 Outlet Superior Workstation Surge Protector",166.84,5,0.2,18.7695
707,CA-2014-138527,9/12/2014,9/17/2014,"Standard Class",BN-11470,"Brad Norvell",Corporate,"United States",Cary,"North Carolina",27511,South,TEC-AC-10002399,Technology,Accessories,"SanDisk Cruzer 32 GB USB Flash Drive",15.216,1,0.2,2.2824
712,CA-2017-146136,9/3/2017,9/7/2017,"Standard Class",AP-10915,"Arthur Prichep",Consumer,"United States","Palm Coast",Florida,32137,South,OFF-EN-10001219,"Office Supplies",Envelopes,"#10- 4 1/8" x 9 1/2"" Security-Tint Envelopes"",24.448,4,0.2,8.8624
725,CA-2016-114713,7/7/2016,7/12/2016,"Standard Class",SC-20695,"Steve Chapman",Corporate,"United States",Hialeah,Florida,33012,South,OFF-SU-10004664,"Office Supplies",Supplies,"Acme Softgrip Scissors",45.584,7,0.2,5.1282
756,CA-2016-140928,9/18/2016,9/22/2016,"Standard Class",NB-18655,"Nona Balk",Corporate,"United States",Jacksonville,Florida,32216,South,FUR-TA-10001095,Furniture,Tables,"Chromcraft Round Conference Tables",383.438,4,0.45,-167.3184
762,CA-2017-126046,11/3/2017,11/7/2017,"Standard Class",JC-16105,"Julie Creighton",Corporate,"United States",Atlanta,Georgia,30318,South,OFF-LA-10004484,"Office Supplies",Labels,"Avery 476",12.39,3,0,5.6994
764,CA-2014-162775,1/13/2014,1/15/2014,"Second Class",CS-12250,"Chris Selesnick",Corporate,"United States","Bossier City",Louisiana,71111,South,OFF-EN-10001990,"Office Supplies",Envelopes,"Staple envelope",11.36,2,0,5.3392
765,CA-2014-162775,1/13/2014,1/15/2014,"Second Class",CS-12250,"Chris Selesnick",Corporate,"United States","Bossier City",Louisiana,71111,South,OFF-EN-10001532,"Office Supplies",Envelopes,"Brown Kraft Recycled Envelopes",50.94,3,0,25.47
766,CA-2014-162775,1/13/2014,1/15/2014,"Second Class",CS-12250,"Chris Selesnick",Corporate,"United States","Bossier City",Louisiana,71111,South,TEC-AC-10003174,Technology,Accessories,"Plantronics S12 Corded Telephone Headset System",646.74,6,0,258.696
767,CA-2014-162775,1/13/2014,1/15/2014,"Second Class",CS-12250,"Chris Selesnick",Corporate,"United States","Bossier City",Louisiana,71111,South,OFF-BI-10004187,"Office Supplies",Binders,"3-ring staple pack",5.64,3,0,2.7072
768,CA-2014-162775,1/13/2014,1/15/2014,"Second Class",CS-12250,"Chris Selesnick",Corporate,"United States","Bossier City",Louisiana,71111,South,OFF-ST-10000025,"Office Supplies",Storage,"Fellowes Stor/Drawer Steel Plus Storage Drawers",572.58,6,0,34.3548
769,CA-2014-106810,5/14/2014,5/20/2014,"Standard Class",AJ-10795,"Anthony Johnson",Corporate,"United States","Saint Petersburg",Florida,33710,South,FUR-FU-10004306,Furniture,Furnishings,"Electrix Halogen Magnifier Lamp",310.88,2,0.2,23.316
770,CA-2016-157245,5/19/2016,5/24/2016,"Standard Class",LE-16810,"Laurel Elliston",Consumer,"United States",Arlington,Virginia,22204,South,FUR-CH-10003746,Furniture,Chairs,"Hon 4070 Series Pagoda Round Back Stacking Chairs",641.96,2,0,179.7488
786,CA-2015-154921,5/23/2015,5/28/2015,"Standard Class",EA-14035,"Erin Ashbrook",Corporate,"United States",Columbia,"South Carolina",29203,South,OFF-EN-10000056,"Office Supplies",Envelopes,"Cameo Buff Policy Envelopes",186.69,3,0,87.7443
789,CA-2015-115938,6/26/2015,6/30/2015,"Standard Class",SA-20830,"Sue Ann Reed",Consumer,"United States",Richmond,Virginia,23223,South,OFF-BI-10001543,"Office Supplies",Binders,"GBC VeloBinder Manual Binding System",143.96,4,0,69.1008
790,CA-2015-115938,6/26/2015,6/30/2015,"Standard Class",SA-20830,"Sue Ann Reed",Consumer,"United States",Richmond,Virginia,23223,South,OFF-ST-10001321,"Office Supplies",Storage,"Decoflex Hanging Personal Folder File, Blue",15.42,1,0,4.1634
